0,15743663,16430180,
15845107,0,16334010,
15402951,15217603,0,

0,15743663,16430180,
15845107,0,16320461,
15389000,15198397,0,

0,15765779,16404332,
15836551,0,16338711,
15406750,15198554,0,

0,15755354,16426285,
15838838,0,16328057,
15422918,15225118,0,

0,15773831,16519139,
15838838,0,16345103,
15405837,15234270,0,

0,15758105,16466295,
15838838,0,16365770,
15387938,15234270,0,

0,15768141,16443574,
15832352,0,16353658,
15387938,15234270,0,

0,15778108,16395459,
15841682,0,16375436,
15377928,15216762,0,

0,15761103,16432924,
15825361,0,16351589,
15377928,15202276,0,

0,15762399,16414232,
15774305,0,16326755,
15378666,15198013,0,

0,15768426,16420459,
15751307,0,16325708,
15374731,15194370,0,

0,15753646,16401992,
15766312,0,16342603,
15385873,15210956,0,

0,15797587,16505873,
15766312,0,16354463,
15399275,15221089,0,

0,15768404,16506738,
15777934,0,16349340,
15417267,15231974,0,

0,15766473,16511521,
15791662,0,16369757,
15377338,15223040,0,

0,15766473,16511521,
15791662,0,16341586,
15384287,15200850,0,

0,15766473,16511521,
15791662,0,16341586,
15401436,15206737,0,

0,15772233,16492938,
15803559,0,16341586,
15433626,15176665,0,

0,15774643,16500715,
15827354,0,16337283,
15423561,15181131,0,

0,15774643,16500715,
15813867,0,16329949,
15310840,15192242,0,

0,15774643,16500715,
15813867,0,16329949,
15355830,15205033,0,

0,15774643,16500715,
15813867,0,16329949,
15329933,15185227,0,

0,15774643,16500715,
15813867,0,16329949,
15302662,15207186,0,

0,15766267,16528375,
15813867,0,16329949,
15314191,15205107,0,

0,15766267,16528375,
15813867,0,16349961,
15361955,15196559,0,

0,15766267,16528375,
15813867,0,16349961,
15367678,15188074,0,

0,15766267,16490609,
15814367,0,16349961,
15350267,15182978,0,

0,15779812,16529268,
15799256,0,16389863,
15349357,15207327,0,

0,15779812,16529268,
15799256,0,16385979,
15389715,15160373,0,

0,15779812,16506135,
15799256,0,16385979,
15354416,15142765,0,

0,15752812,16527102,
15797457,0,16385979,
15357920,15155328,0,

0,15778966,16537787,
15791467,0,16409791,
15358170,15149281,0,

0,15797261,16515086,
15799319,0,16400584,
15350613,15166904,0,

0,15797261,16506141,
15794668,0,16391307,
15350613,15166904,0,

0,15797261,16513777,
15816596,0,16389783,
15342023,15183969,0,

0,15788090,16517285,
15808600,0,16375896,
15314090,15179241,0,

0,15791692,16527545,
15806609,0,16390914,
15323355,15165849,0,

0,15779283,16546570,
15805117,0,16400949,
15321468,15147384,0,

0,15784839,16566283,
15803484,0,16397045,
15312469,15151622,0,

0,15797526,16561469,
15799844,0,16385330,
15280553,15150437,0,

0,15805913,16586154,
15802406,0,16388410,
15289742,15142617,0,

0,15798978,16600689,
15802406,0,16397064,
15284171,15136918,0,

0,15807096,16526367,
15805661,0,16426979,
15295795,15138571,0,

0,15790091,16601211,
15792194,0,16397400,
15334717,15136519,0,

0,15787535,16555619,
15797242,0,16401215,
15325500,15162089,0,

0,15797947,16588379,
15789281,0,16415951,
15300219,15162089,0,

0,15782965,16617273,
15783818,0,16419947,
15286262,15162089,0,

0,15773532,16588398,
15778618,0,16420342,
15270812,15166287,0,

0,15780458,16597697,
15778618,0,16418730,
15299217,15135854,0,

0,15780243,16614516,
15774014,0,16426814,
15266141,15167681,0,

0,15813091,16599178,
15776150,0,16412037,
15266141,15148474,0,

0,15810204,16581133,
15776150,0,16434939,
15266141,15148474,0,

0,15809606,16596002,
15776150,0,16434939,
15274391,15152308,0,

0,15809606,16611207,
15776150,0,16434939,
15318039,15143240,0,

0,15806810,16570590,
15776150,0,16434939,
15316156,15133521,0,

0,15816072,16578443,
15788280,0,16422455,
15311771,15132771,0,

0,15832738,16602000,
15797326,0,16446604,
15307857,15132771,0,

0,15832738,16602000,
15797326,0,16456789,
15286570,15108843,0,

0,15827276,16551754,
15797326,0,16456789,
15276318,15126959,0,

0,15793996,16520564,
15797326,0,16456789,
15276318,15126959,0,

0,15812562,16572760,
15805545,0,16456789,
15242717,15114038,0,

0,15812964,16589629,
15812791,0,16444086,
15239605,15111151,0,

0,15812964,16589629,
15815947,0,16424775,
15232594,15109073,0,

0,15812964,16584445,
15815947,0,16424775,
15252477,15111573,0,

0,15812964,16584445,
15815947,0,16424775,
15253440,15128494,0,

0,15810426,16551082,
15815947,0,16424775,
15222867,15105090,0,

0,15843569,16579250,
15815947,0,16426189,
15177385,15110385,0,

0,15843569,16579250,
15815947,0,16441480,
15157935,15110385,0,

0,15827329,16595182,
15812615,0,16441480,
15178607,15103632,0,

0,15833860,16574535,
15810000,0,16453547,
15187596,15102623,0,

0,15837906,16543967,
15805217,0,16445828,
15187596,15114613,0,

0,15813451,16526105,
15783203,0,16467635,
15160942,15105008,0,

0,15823522,16593285,
15785020,0,16459975,
15179232,15108309,0,

0,15823522,16564291,
15785817,0,16451428,
15177088,15108789,0,

0,15823522,16557391,
15788861,0,16479859,
15129170,15116462,0,

0,15802811,16609240,
15788861,0,16459125,
15207222,15119492,0,

0,15773832,16594023,
15782972,0,16431449,
15218311,15138053,0,

0,15791977,16591586,
15779273,0,16446271,
15189904,15152220,0,

0,15791977,16591586,
15779273,0,16454010,
15209844,15115309,0,

0,15791977,16591586,
15779273,0,16454010,
15194365,15107974,0,

0,15802760,16566902,
15775526,0,16454010,
15186271,15121184,0,

0,15813542,16537223,
15776547,0,16449578,
15186271,15123001,0,

0,15820963,16601883,
15776547,0,16454568,
15186271,15123001,0,

0,15792355,16545342,
15776547,0,16463293,
15188992,15133254,0,

0,15791330,16525139,
15780035,0,16464777,
15185699,15133254,0,

0,15769038,16550504,
15789289,0,16478355,
15182233,15152396,0,

0,15807351,16521977,
15792680,0,16445609,
15175756,15139203,0,

0,15804775,16527039,
15792680,0,16430271,
15175756,15139203,0,

0,15809409,16485582,
15805178,0,16430271,
15181159,15137173,0,

0,15813162,16519113,
15808979,0,16409801,
15215221,15111124,0,

0,15815586,16565238,
15796492,0,16415104,
15198964,15104146,0,

0,15820005,16520283,
15796492,0,16432338,
15180634,15109135,0,

0,15797056,16491078,
15794634,0,16453965,
15181465,15109135,0,

0,15810914,16563705,
15782379,0,16463854,
15191736,15102411,0,

0,15807428,16542551,
15779238,0,16421799,
15202973,15099134,0,

0,15807428,16542551,
15779238,0,16421799,
15283950,15110019,0,

0,15807428,16542551,
15779238,0,16421799,
15194289,15127649,0,

0,15780034,16593135,
15782289,0,16421799,
15202037,15124600,0,

0,15797188,16583686,
15788029,0,16414129,
15214932,15101810,0,

0,15820915,16546768,
15791408,0,16436102,
15189779,15140695,0,

0,15826379,16558613,
15779701,0,16449070,
15189779,15135227,0,

0,15806151,16553527,
15768512,0,16414143,
15194135,15130722,0,

0,15801170,16571518,
15770896,0,16433475,
15230787,15121627,0,

0,15815846,16611068,
15770896,0,16419084,
15293291,15136077,0,

0,15815846,16619611,
15770896,0,16419084,
15325096,15136684,0,

0,15827811,16592693,
15770896,0,16419084,
15325096,15151157,0,

0,15828324,16575344,
15778153,0,16416654,
15297982,15164946,0,

0,15807452,16568609,
15778153,0,16427713,
15262363,15145375,0,

0,15807452,16568609,
15778153,0,16435852,
15206098,15134761,0,

0,15807452,16568609,
15778153,0,16435852,
15230730,15108608,0,

0,15794443,16612598,
15778631,0,16431506,
15244287,15148729,0,

0,15798935,16593727,
15777932,0,16454715,
15248223,15139269,0,

0,15788168,16562748,
15767000,0,16446686,
15237643,15155443,0,

0,15801476,16556277,
15767000,0,16448963,
15230482,15127583,0,

0,15847932,16502812,
15767000,0,16449707,
15209623,15106888,0,

0,15829407,16535541,
15747597,0,16453721,
15201621,15106888,0,

0,15799824,16557812,
