15764580,0,16464760,
15225627,15124259,0,

0,15790722,16616801,
15761291,0,16463008,
15228112,15120498,0,

0,15831038,16594199,
15761291,0,16459389,
15209602,15108473,0,

0,15811324,16622938,
15761291,0,16450637,
15199730,15137611,0,

0,15807872,16571389,
15761291,0,16439643,
15199730,15137611,0,

0,15800557,16529252,
15761291,0,16439643,
15199730,15137611,0,

0,15836330,16487789,
15761291,0,16439643,
15200885,15133641,0,

0,15794000,16511666,
15752503,0,16439643,
15212633,15133641,0,

0,15822516,16500727,
15752503,0,16410307,
14733039,15133641,0,

0,15803092,16531551,
15748926,0,16406502,
14733039,15137423,0,

0,15815698,16566895,
15733564,0,16429447,
14792241,15139621,0,

0,15803345,16542535,
15749564,0,16432617,
15042559,15127052,0,

0,15806272,16544955,
15766635,0,16440295,
15112369,15110400,0,

0,15815979,16584648,
15781601,0,16434627,
15112369,15126209,0,

0,15807130,16534328,
15796922,0,16430180,
15148816,15112202,0,

0,15820593,16538738,
15764357,0,16451178,
15148816,15112202,0,

0,15822149,16529881,
15785800,0,16445309,
15148816,15112202,0,

0,15861021,16555465,
15785800,0,16448156,
15166176,15098552,0,

0,15793150,16599525,
15785800,0,16448156,
15165660,15096656,0,

0,15815350,16573574,
15796408,0,16450027,
15184182,15100552,0,

0,15822172,16604395,
15796408,0,16431000,
15259344,15152130,0,

0,15834261,16636854,
15784885,0,16450863,
15258518,15136161,0,

0,15842295,16646840,
15779947,0,16455055,
15250570,15128003,0,

0,15816294,16625244,
15773016,0,16442381,
15236097,15128003,0,

0,15816294,16625244,
15773016,0,16458168,
15148151,15121191,0,

0,15816294,16625244,
15773016,0,16458168,
15187129,15142122,0,

0,15816294,16636488,
15781783,0,16448965,
15161833,15143480,0,

0,15828903,16559688,
15779488,0,16446762,
15158103,15097882,0,

0,15819397,16560932,
15779488,0,16427777,
15158103,15097882,0,

0,15825454,16555678,
15779488,0,16427777,
15158103,15097882,0,

0,15828032,16573041,
15783965,0,16427777,
15164312,15099493,0,

0,15807306,16590754,
15779430,0,16430957,
15192718,15097564,0,

0,15842665,16543096,
15775215,0,16414607,
15215835,15128359,0,

0,15818484,16616906,
15774230,0,16424592,
15258943,15144613,0,

0,15799242,16604115,
15756949,0,16429518,
15265281,15144613,0,

0,15828837,16608029,
15763684,0,16436500,
15269762,15134713,0,

0,15799710,16617678,
15763684,0,16441088,
15256303,15119981,0,

0,15799710,16617678,
15763684,0,16441088,
15218719,15137649,0,

0,15799710,16617678,
15763684,0,16441088,
15261053,15143602,0,

0,15799710,16617678,
15763684,0,16441088,
15211967,15145016,0,

0,15839161,16587283,
15763684,0,16441088,
15198601,15161118,0,

0,15839161,16587283,
15764671,0,16429844,
15208141,15144893,0,

0,15849146,16597266,
15763254,0,16401473,
15210613,15154032,0,

0,15834009,16587324,
15763254,0,16419566,
15236879,15176101,0,

0,15823668,16572590,
15770668,0,16428016,
15225023,15176101,0,

0,15800341,16557561,
15777854,0,16413938,
15220283,15169276,0,

0,15815528,16569109,
15761031,0,16419477,
15228569,15154046,0,

0,15841749,16520115,
15758580,0,16432434,
15226902,15155781,0,

0,15850013,16507361,
15744757,0,16429357,
15226959,15149955,0,

0,15837983,16504402,
15734646,0,16435777,
15199820,15134599,0,

0,15812832,16501787,
15734646,0,16430010,
15178184,15156900,0,

0,15812832,16547148,
15734215,0,16429166,
15201105,15140452,0,

0,15834848,16607703,
15739449,0,16424625,
15208944,15140984,0,

0,15830909,16572025,
15739449,0,16415100,
15207676,15140984,0,

0,15834528,16523918,
15751736,0,16433229,
15203656,15145113,0,

0,15803585,16553910,
15751736,0,16410129,
15235002,15162233,0,

0,15820274,16538285,
15755929,0,16410129,
15240645,15148615,0,

0,15813832,16569945,
15755929,0,16438230,
15238834,15135348,0,

0,15842580,16556393,
15761918,0,16413043,
15228454,15131484,0,

0,15848565,16549961,
15756355,0,16400432,
15208467,15126526,0,

0,15828116,16558436,
15759338,0,16427980,
15146342,15135898,0,

0,15861188,16580104,
15760152,0,16414131,
15174510,15117932,0,

0,15835367,16589578,
15762171,0,16424166,
15159115,15130119,0,

0,15823725,16556193,
15762171,0,16440223,
15218622,15149667,0,

0,15814938,16536686,
15767283,0,16453416,
15217330,15121610,0,

0,15814938,16556967,
15752451,0,16438891,
15224242,15109133,0,

0,15813438,16552617,
15743495,0,16428334,
15225869,15112309,0,

0,15813438,16552617,
15743495,0,16433189,
15148992,15157186,0,

0,15837161,16507891,
15743495,0,16446617,
15148992,15144174,0,

0,15835541,16487414,
15741742,0,16455646,
15137324,15133806,0,

0,15837051,16483914,
15741742,0,16440621,
15137324,15149161,0,

0,15868525,16518695,
15741742,0,16440621,
15137324,15149161,0,

0,15875794,16520580,
15759021,0,16423977,
15137324,15155489,0,

0,15836482,16521846,
15760041,0,16438586,
15168592,15130740,0,

0,15852208,16571684,
15760041,0,16437617,
15201514,15126376,0,

0,15845030,16562383,
15755549,0,16408912,
15166676,15121969,0,

0,15845030,16562383,
15767910,0,16433205,
15166676,15120085,0,

0,15869095,16552170,
15779547,0,16412479,
15160178,15117656,0,

0,15837370,16570057,
15779585,0,16439926,
15160178,15113342,0,

0,15830153,16520273,
15762096,0,16413354,
15173197,15115429,0,

0,15845486,16572793,
15762096,0,16439164,
15173197,15115429,0,

0,15841312,16559480,
15753947,0,16432463,
15182723,15127606,0,

0,15834171,16557611,
15753947,0,16405879,
15198896,15118781,0,

0,15848869,16573379,
15754133,0,16416270,
15195267,15124630,0,

0,15850125,16563223,
15755469,0,16423168,
15158715,15130370,0,
